posting_id	skill_id
5514947	1006
5514947	1007
5514947	1008
5514947	1009
5514947	1010
5514947	1011
5514947	1012
5514947	1013
5514947	1014
5514947	1015
5514947	1016
5514947	1017
5514947	1018
5514947	1019
5514947	1020
5514947	1021
5514947	1022
5514947	1023
5514947	165
5514947	105
5514947	954
5514947	163
5514947	1024
5348097	1025
5348097	104
5348097	1026
5348097	1027
5348097	1028
5348097	1029
5348097	1030
5348097	1031
5348097	1032
5348097	1033
5348097	1034
5348097	1035
5348097	1036
5348097	1037
5348097	1038
5348097	1039
5348097	1040
5348097	1041
5348097	1042
5348097	1043
5348097	1044
5348097	1045
5348097	1046
5348097	1047
5348097	1048
5348097	1049
5348097	195
5348097	692
5348097	1051
5348097	1052
5348097	1053
5348097	1054
5348097	1055
5348097	1056
5348097	1057
5348097	1058
5348097	1059
5348097	169
5348097	585
5348097	1061
5348097	1062
5348097	1063
5348097	164
5348097	65
5348097	1064
5348097	1065
5348097	1066
5348097	1067
5348097	1068
5348097	1069
5348097	1070
5348097	1071
5348097	1072
5348097	1073
5348097	1074
5348097	1075
5348097	1076
5348097	1077
5348097	1078
9627309	63
9627309	88
9627309	50
9627309	16
9627309	1080
9627309	442
9627309	66
9627309	3
9627309	129
9627309	444
9627309	443
9627309	1084
9627309	447
9627309	448
9627309	104
9627309	445
9627309	1086
9627309	1087
9627309	105
9627309	46
9627309	1088
9627309	1089
9627309	1090
9627309	453
9627309	1092
9627309	1093
9627309	1094
9627309	1095
9627309	1096
9627309	1097
9627309	1098
9627309	1099
9627309	1100
9627309	1101
9627309	1102
1200121	104
1200121	1103
1200121	1104
1200121	1105
1200121	1106
1200121	1107
1200121	1108
1200121	922
1200121	1110
1200121	977
1200121	1111
1200121	1112
1200121	214
1200121	65
1200121	163
1200121	105
1200121	165
1200121	487
1200121	1113
1200121	1114
1200121	1115
1200121	1116
9362665	1117
9362665	1118
9362665	1119
9362665	349
9362665	1120
9362665	1121
9362665	1122
9362665	1123
9362665	111
9362665	79
9362665	3
9362665	505
9362665	66
9362665	148
9362665	1124
9362665	1125
9362665	1126
9362665	1127
9362665	1128
9362665	1129
9362665	1130
9362665	1121
9362665	1131
9362665	572
9362665	1132
9362665	1123
9362665	1133
9362665	1134
9362665	1135
9362665	1136
9362665	1137
9362665	1138
9362665	109
9362665	5
7115725	334
7115725	66
7115725	133
7115725	16
7115725	1139
7115725	63
7115725	1140
7115725	49
7115725	1141
7115725	1142
7115725	486
7115725	1143
7115725	198
7115725	1144
7115725	751
7115725	1146
7115725	1147
7115725	1148
7115725	1149
7115725	548
7115725	773
7115725	212
7115725	1150
7778669	1151
7778669	1152
7778669	1153
7778669	1154
7778669	1155
7778669	1156
7778669	1157
7778669	1158
7778669	1159
7778669	1160
7778669	1161
7778669	1162
7778669	1163
7778669	1164
7778669	1165
7778669	1166
7778669	1167
7778669	1168
7778669	1169
7778669	1170
7778669	1171
1289400	1172
1289400	1173
1289400	165
1289400	1174
1289400	1175
1289400	1176
1289400	1177
1289400	1178
1289400	1179
1289400	1180
1289400	1181
6561267	130
6561267	1182
6561267	19
6561267	1183
6561267	1184
6561267	1185
6561267	747
6561267	167
6561267	1187
6561267	1188
6561267	964
6561267	1189
6561267	1190
6561267	65
6561267	64
6561267	46
6561267	161
6561267	1191
6561267	1192
6561267	1193
2081444	1194
2081444	1195
2081444	1196
2081444	63
2081444	1197
2081444	1198
2081444	1199
2081444	1200
2081444	1201
2081444	1202
2081444	1203
2081444	52
2081444	1204
2081444	65
2081444	1205
2081444	214
2081444	163
2081444	202
2081444	1061
2081444	215
2081444	1207
2081444	1208
2081444	1209
2081444	1210
2081444	1211
2081444	1212
2081444	1213
2081444	1214
2081444	1215
2518687	63
2518687	53
2518687	1216
2518687	213
2518687	133
2518687	1217
2518687	79
2518687	124
2518687	1117
2518687	352
2518687	66
2518687	1218
2518687	672
2518687	718
2518687	690
2518687	1219
7974406	671
7974406	221
7974406	1220
7974406	1221
7974406	1222
7974406	16
7974406	1223
7974406	53
7974406	1224
7974406	1225
7974406	1226
7974406	417
7974406	418
7974406	1227
7974406	1228
7974406	1229
7974406	1230
7974406	1231
7974406	1232
2255246	1233
2255246	1234
2255246	1235
2255246	1236
2255246	1237
2255246	1238
2255246	1239
2255246	1240
2255246	1241
2255246	1242
2255246	1243
2255246	1244
2255246	1245
2255246	1246
2255246	1247
2255246	1248
2255246	1249
3007217	66
3007217	133
3007217	334
3007217	1250
3007217	1251
3007217	16
3007217	53
3007217	347
3007217	1252
3007217	88
3007217	401
3007217	1253
3007217	63
3007217	1222
3007217	1254
2131036	128
2131036	21
2131036	499
2131036	1255
2131036	4
2131036	109
2131036	3
2131036	66
2131036	5
2131036	1256
2131036	571
2131036	572
2131036	498
2131036	573
2131036	574
2131036	1257
2131036	500
2131036	110
2131036	111
2131036	120
2131036	575
2131036	1259
2131036	1260
2131036	1261
2131036	1262
2131036	1263
2131036	1264
2131036	51
2131036	1266
2131036	1267
3848829	1268
3848829	1269
3848829	1270
3848829	1271
3848829	1272
3848829	1273
3848829	1274
3848829	1275
3848829	1276
3848829	1277
3848829	222
3848829	904
3848829	1279
3848829	1280
3848829	1281
3848829	1282
3848829	1283
3848829	1069
3848829	239
3848829	1284
3848829	1285
3848829	1286
3848829	1287
3848829	1288
3848829	1289
3848829	1290
3848829	1291
3848829	1292
3848829	1293
3848829	1294
3848829	1295
3848829	1296
3848829	1297
5268728	6
5268728	63
5268728	1298
5268728	1299
5268728	3
5268728	129
5268728	66
5268728	1300
5268728	1301
5268728	1148
5268728	1303
5268728	1304
5268728	1305
5268728	1306
5268728	1307
5268728	47
5268728	1308
1034527	186
1034527	1309
1034527	644
1034527	185
1034527	628
1034527	629
1034527	187
1034527	188
1034527	189
1034527	1311
1034527	648
1034527	192
1034527	193
1034527	195
1034527	656
1034527	657
1034527	658
1034527	659
1034527	660
1034527	651
1034527	652
1034527	177
1034527	653
1034527	654
1034527	655
1034527	1312
1034527	1313
1034527	1314
1034527	1315
1034527	1316
8804433	1317
8804433	317
8804433	198
8804433	1318
8804433	1317
8804433	486
8804433	1319
8804433	1320
8804433	1321
8804433	63
8804433	66
8804433	133
8804433	3
8804433	129
8804433	416
8804433	1322
8804433	221
8804433	685
8804433	8
8804433	1323
8804433	104
8804433	47
8804433	1324
8804433	1325
1527132	441
1527132	16
1527132	66
1527132	3
1527132	129
1527132	444
1527132	442
1527132	1326
1527132	104
1527132	445
1527132	1089
1527132	1098
1527132	1329
1527132	1330
1527132	1331
1527132	47
1527132	105
1527132	46
1527132	446
2332327	221
2332327	1332
2332327	1333
2332327	1334
2332327	1335
2332327	1336
2332327	1337
2332327	1338
2332327	1339
2332327	1340
2332327	104
2332327	105
2332327	1341
2332327	315
2332327	163
2332327	47
4071499	63
4071499	486
4071499	1
4071499	1342
4071499	350
4071499	16
4071499	66
4071499	129
4071499	3
4071499	133
4071499	213
4071499	221
4071499	48
3905273	1343
3905273	63
3905273	202
3905273	1344
3905273	1345
3905273	954
3905273	1346
3905273	163
3905273	1347
3905273	1348
3905273	1349
3905273	1350
3905273	1351
3905273	1352
3905273	1353
3905273	1354
3905273	1355
3905273	1356
3905273	1357
3905273	1358
3905273	1359
3905273	1360
2203189	1
2203189	13
2203189	6
2203189	12
2203189	222
2203189	565
2203189	3
2203189	4
2203189	5
2203189	7
2203189	11
2203189	66
2203189	18
2203189	19
2203189	20
2203189	21
2203189	22
2203189	14
2203189	15
2203189	10
2203189	51
2203189	75
2203189	298
2203189	80
2203189	1362
2203189	489
2203189	111
5890452	186
5890452	187
5890452	1365
5890452	1366
5890452	1316
5890452	1367
5890452	1368
5890452	1369
5890452	1370
5890452	1371
5890452	1312
5890452	1313
5890452	1314
5890452	195
5890452	651
5890452	652
5890452	177
5890452	653
5890452	654
5890452	655
5890452	656
5890452	657
5890452	658
5890452	659
5890452	660
5890452	194
5890452	1374
5890452	648
5890452	1375
5890452	1376
5890452	200
5890452	201
5890452	1377
5890452	646
5890452	185
5890452	647
5890452	215
5890452	199
5890452	198
5890452	1315
5890452	193
5890452	1378
5890452	664
5890452	1379
5890452	1380
5890452	1381
5890452	1382
5890452	1383
5890452	1384
5890452	188
1387181	334
1387181	53
1387181	311
1387181	1386
1387181	1387
1387181	66
1387181	1388
1387181	1389
1387181	1390
1387181	1391
1387181	3
1387181	485
1387181	1392
1387181	352
1387181	708
1387181	308
1387181	46
1387181	954
1387181	65
1387181	202
1387181	105
1387181	1393
1326256	1
1326256	3
1326256	4
1326256	5
1326256	18
1326256	19
1326256	20
1326256	21
1326256	22
1326256	298
1326256	80
1326256	568
1326256	7
1326256	10
1326256	965
1326256	198
1326256	1395
1326256	1143
1326256	23
1326256	1396
1326256	25
1326256	1397
1326256	416
1326256	565
2204097	1398
2204097	169
2204097	221
2204097	1400
2204097	298
2204097	63
2204097	1401
2204097	65
2204097	315
2204097	1402
2204097	1403
2204097	1404
2204097	1405
2204097	1406
2204097	1407
2204097	1408
2204097	1409
2204097	1410
2204097	202
2204097	214
2204097	163
2204097	165
2204097	74
2204097	1071
2204097	604
2204097	1412
2119761	78
2119761	1413
2119761	138
2119761	66
2119761	124
2119761	1414
2119761	340
2119761	221
2119761	374
2119761	55
2119761	416
2119761	1416
2119761	63
2119761	53
2119761	1222
2119761	161
2119761	1417
2119761	863
2119761	1418
2119761	1419
2119761	166
2119761	165
2119761	317
2119761	1420
9974684	1395
9974684	1421
9974684	198
9974684	104
9974684	1283
9974684	1422
9974684	1423
9974684	1424
9974684	1425
9974684	1426
9974684	1427
9974684	1428
9974684	1429
9974684	1430
9974684	1431
9974684	1432
9974684	1433
9974684	1434
9974684	1435
9974684	1436
9974684	1437
9974684	1438
9974684	1439
9974684	1104
9974684	1440
9974684	1441
9974684	1442
9974684	1443
9974684	1444
9974684	1445
9974684	202
9974684	1446
9974684	546
9974684	510
9974684	1447
9974684	1448
9974684	1449
9974684	1450
9974684	1451
9974684	1452
9974684	547
9974684	1453
9974684	1454
7243827	340
7243827	221
7243827	55
7243827	1455
7243827	682
7243827	683
7243827	1456
7243827	334
7243827	1457
7243827	49
7243827	1458
7243827	307
7243827	1459
7243827	1460
7243827	1461
7243827	1462
7243827	195
7243827	1463
7243827	66
7243827	672
7243827	3
7243827	128
7243827	1464
7243827	111
7243827	133
7243827	694
7243827	1465
7243827	1466
2487638	1
2487638	16
2487638	3
2487638	4
2487638	5
2487638	129
2487638	1467
2487638	1468
2487638	21
2487638	128
2487638	445
2487638	1469
2487638	22
2487638	1470
2487638	747
2487638	1471
1310636	1472
1310636	1473
1310636	1474
1310636	1475
1310636	1476
1310636	1477
1310636	1478
1310636	1479
1310636	1480
1310636	1481
1310636	1482
1310636	1483
1310636	1484
1310636	1485
1310636	1486
1310636	1487
1310636	1488
1310636	1489
1310636	1490
1310636	1491
1310636	1492
1310636	1493
1310636	1494
1310636	1495
1310636	1496
1310636	1497
1310636	1498
1310636	47
1310636	1341
1310636	1500
1310636	1501
1310636	1393
1310636	1502
1310636	1503
1310636	1504
1310636	1505
1310636	164
1310636	163
1310636	1445
3662512	1506
3662512	1507
3662512	16
3662512	401
3662512	66
3662512	1508
3662512	7
3662512	1509
3662512	792
3662512	1510
3662512	1511
3662512	317
3662512	1512
3662512	1513
3662512	1514
3662512	1515
